KURUMLAR LİSTE,,,,,,,,,
IL_ADI,ILCE_ADI,KURUM_ADI,ADRES,TEL,FAX,MERNIS_ADRES_KODU,WEB_ADRES,KURUM_TUR_ADI,KURUM_TUR_KODU
İSTANBUL,SARIYER,MEHMET İPGİN İLKOKULU,BÜYÜKDERE MAH. ÇAYIRBAŞI CAD. NO: 109 SARIYER / İSTANBUL,(212) 271 16 01,(212) 242 78 33,2073168912,sariyermehmetipgini.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,MEV DUMLUPINAR İLKOKULU,FATİH SULTAN MEHMET MAH. DUMLUPINAR SOKAĞI NO: 8 İÇ KAPI NO: 1 SARIYER / İSTANBUL,(212) 277 71 67,(212) 277 42 92,3176527590,dumlupinarsariyeri.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,ORGENERAL EMİN ALPKAYA İLKOKULU,YENİKÖY MAH. NURİ PAŞA CAD. NO: 94 SARIYER / İSTANBUL,(212) 299 43 33,(212) 299 43 33,1370587071,orgeneraleminalpkayailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,PROF. ALİ KEMAL YİĞİTOĞLU İLKOKULU,MASLAK MAH. BÜYÜKDERE CAD. PROF.DR.A.KEMAL YİĞİTOĞLU İÖO BLOK NO: 267/75 SARIYER / İSTANBUL,(212) 262 29 73,(212) 262 48 69,1441384235,profalikemalyigitogluilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,RECAİZADE EKREM İLKOKULU,İSTİNYE MAH. DOKTOR NİHAT REŞİT SK. NO: 1 SARIYER / İSTANBUL,(212) 277 56 72,(212) 229 40 51,3041228770,recaizadeekremilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,R.GÜNEY KILDIRAN İLKOKULU,RUMELİKAVAĞI MAH. SULAKBOSTAN SK. NO: 22 SARIYER / İSTANBUL,(212) 218 22 29,(212) 271 77 22,3900718986,rguneykldranilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,RUMELİ FENERİ İLKOKULU,RUMELİFENERİ MAH. HASAN ALİ YÜCEL OKULU CAD. RUMELİ FENERI İLKOKULU BLOK NO: 2 SARIYER / İSTANBUL,(212) 228 17 53,(212) 228 17 53,1806469183,rumelifeneriilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,SARIYER İLKOKULU,SARIYER MERKEZ MAH. ŞEHİT MİTHAT YILMAZ CAD. NO: 97 İÇ KAPI NO: 1 SARIYER / İSTANBUL,(212) 218 61 16,(212) 218 61 16,1432346557,sariyerilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,SÜLEYMAN ÇELEBİ İLKOKULU,SEYRANTEPE MAH. ZEHRA SK. ATATÜRK İLKOKULU BLOK NO: 1 KAĞITHANE / İSTANBUL,(212) 324 12 54,(212) 270 28 22,5330978395,suleymancelebiilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,ŞAİR NİGAR İLKOKULU,RUMELİHİSARI MAH. KIŞLAK SK. NO: 8 SARIYER / İSTANBUL,(212) 263 59 55,(212) 257 55 45,5437461154,sairnigar.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,ŞEHİT UĞUR TAŞÇI İLKOKULU,FERAHEVLER MAH. SUŞEHRİLİLER SK. ILKOKUL ORTAOKUL BLOK NO: 4 SARIYER / İSTANBUL,(212) 262 31 75,(212) 262 38 55,2092662044,sehitugurtasciilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,ŞÜKRÜ NAİLİPAŞA İLKOKULU,KİREÇBURNU MAH. MÜHENDİS HÜSEYİN SK. NO: 2 İÇ KAPI NO: 1 SARIYER / İSTANBUL,(212) 223 27 23,(212) 223 37 25,1150955910,sukrunailipasailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,TUNCAY ARTUN BORSA İSTANBUL İLKOKULU,REŞİTPAŞA MAH. KOCATEPE SK. DOĞANEVLER İLKÖĞRETİM OKULU BLOK NO: 13 İÇ KAPI NO: 1 SARIYER / İSTANBUL,(212) 277 64 23,(212) 323 56 83,4030000766,tartunimkb.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,TURGUT AKAN İLKOKULU,KAZIM KARABEKİR PAŞA MAH. SÜMBÜL SK. NO: 50 SARIYER / İSTANBUL,(212) 271 55 50,(212) 271 43 96,3885701809,turgutakanilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,TÜRK EĞİTİM VAKFI CELALETTİN BULUĞ İLKOKULU,HUZUR MAH. OKUL CAD. TEV CELALETTİN BULUĞ BLOK NO: 1 İÇ KAPI NO: 1 SARIYER / İSTANBUL,(212) 289 85 80,(212) 289 85 81,1546942952,celalettinbulug.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,TÜRKAN ŞORAY İLKOKULU,RUMELİHİSARI MAH. RUMELİ HİSARI CAMİ SK. TÜRKAN ŞORAY İLKOKUL VE ANASINIFI BLOK NO: 55 SARIYER / İSTANBUL,(212) 263 69 83,(212) 263 69 83,2443012899,turkansoray.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,UĞUR ERKEY İLKOKULU,AYAZAĞA MAH. 158. SK. UĞUR ERKEY ILKOKULU NO: 1 İÇ KAPI NO: 1 SARIYER / İSTANBUL,(212) 289 59 23,(212) 289 59 23,2577708460,ugurerkey.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,USKUMRU İLKOKULU,USKUMRUKÖY MAH. TAZEGÜL SK. İLKOKUL BLOK NO: 10 SARIYER / İSTANBUL,(212) 202 51 68,,5111854997,uskumruilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,YENİKÖY İLKOKULU,YENİKÖY MAH. KÜÇÜKTEPE SK. YENİKÖY İ.Ö.O SİTESİ NO: 2 İÇ KAPI NO: 1 SARIYER / İSTANBUL,(212) 262 13 01,(212) 223 58 68,1724575392,sariyeryenikoyilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,ZEKERİYAKÖY İLKOKULU,ZEKERİYAKÖY MAH. FIRAT CAD. ZEKERIYAKÖY ILKOKULU VE ORTAOKULU BLOK NO: 69 SARIYER / İSTANBUL,(212) 202 60 67,(212) 202 83 82,2140355708,zekeriyakoyilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SARIYER,ZÜBEYDE HANIM İLKOKULU,PTT EVLERİ MAH. OKUL CAD. NO: 18 SARIYER / İSTANBUL,(212) 218 43 54,,1981963430,sariyerzubeydehanimilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,AKÖREN ÜMİT AKSUN İLKOKULU,AKÖREN MAH. SAĞLIK CAD. NO: 22 İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 718 22 09,(212) 718 24 24,2329323261,akumak.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,ALİPAŞA FETHİ ERKOÇ İLKOKULU,ALİPAŞA MAH. DERİNYOL SK. ALIPAŞA FETHI ERKOÇ ANAOKULU NO: 15 SİLİVRİ / İSTANBUL,(212) 716 51 62,(212) 716 51 87,1255387571,apasaio.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,BEYCİLER MUKADDES SÖNMEZ İLKOKULU,BEYCİLER MAH. MUDANYA CAD. NO: 28 İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 745 30 33,(212) 745 30 33,1690044589,beyilk.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,BÜYÜK ÇAVUŞLU 60. YIL CUMHURİYET İLKOKULU,BÜYÜKÇAVUŞLU MERKEZ MAH. KİMYA SK. NO: 1 İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 741 60 09,(212) 741 60 09,1685869065,bc60yilcumhuriyetio.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,BÜYÜK KILIÇLI İLKOKULU,BÜYÜK KILIÇLI MAH. OKUTMAN SK. NO: 18-1 İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 748 41 17,(212) 748 41 17,1318056981,buyukkilicliilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,BÜYÜKÇAVUŞLU MEHMET AKİF ERSOY İLKOKULU,BÜYÜK ÇAVUŞLU MAH. MİLLİ MÜCADELE CAD. NO: 7 İÇ KAPI NO: 2 SİLİVRİ / İSTANBUL,(212) 741 68 68,(212) 741 68 68,1071194292,bcavuslumakifeio.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,ÇELTİK İLKOKULU,ÇELTİK MAH. KAMELYA CAD. NO: 66 SİLİVRİ / İSTANBUL,(212) 749 70 06,(212) 749 70 06,2253175331,celtikilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,DANAMANDIRA İLKOKULU,DANAMANDIRA MAH. CİBALİ SK. NO: 18 İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 742 42 44,(212) 742 42 44,2078560063,danamandirailk.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,DEĞİRMENKÖY FEVZİPAŞA İLKOKULU,FEVZİPAŞA MAH. ÇAYBAŞI SK. NO: 6 SİLİVRİ / İSTANBUL,(212) 735 34 14,(212) 735 34 14,1348085141,degirmenkoyfevzipasa.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,FENERKÖY İLKOKULU,FENERKÖY MAH. MUHSİN YAZICIOĞLU CADDESİ OKUL SOKAK NO: 18A İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 717 20 60,(212) 717 20 03,3440214785,fenerkoyilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,GAZİ İLKOKULU,ALİBEY MAH. HALİM ULUŞAHİN CAD. GAZİ İLKOKULU BLOK NO: 33 SİLİVRİ / İSTANBUL,(212) 727 11 36,(212) 727 11 36,2292120090,silivrigaziilkokul.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,GAZİTEPE İLKOKULU,GAZİTEPE MAH. VELİBEY CAD. NO: 4 SİLİVRİ / İSTANBUL,(212) 738 81 25,(212) 738 81 25,1888633573,gazitepeio.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,GÜMÜŞYAKA H.AHMET SALİHA ÖLÇER İLKOKULU,GÜMÜŞYAKA MERKEZ MAH. CAHİT ARF CAD. NO: 16 SİLİVRİ / İSTANBUL,(212) 721 43 04,(212) 721 43 04,1666673650,gumusyakahasolcerilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,HASAN ÖZVARNALI İLKOKULU,PİRİ MEHMET PAŞA MAH. İNÖNÜ CAD. HASAN ÖZVARNALI BLOK NO: 26 SİLİVRİ / İSTANBUL,(212) 727 25 91,(212) 727 25 91,2034461596,hasanozvarnali.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,İBB ABDÜLEZEL PAŞA İLKOKULU,YENİ MAH. ERKİN BALABAN CAD. I.B.B ABDÜLEZEL PAŞA ORTAOKULU BLOK NO: 55 SİLİVRİ / İSTANBUL,(212) 727 13 11,(212) 727 13 11,1372084341,768756.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,İRFAN SIRDAŞ AİLE EĞİTİM VAKFI İLKOKULU,SEMİZKUMLAR MAH. ZAKKUM SK. NO: 2 SİLİVRİ / İSTANBUL,(212) 715 28 21,(212) 715 28 20,1204956369,irfansirdasilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,KAVAKLI İLKOKULU,KAVAKLI MAH. BEYKOZ CAD. NO: 1 SİLİVRİ / İSTANBUL,(212) 744 70 89,(212) 744 70 89,1746438371,silivrikavakliilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,MİMAR SİNAN İLKOKULU,MİMAR SİNAN MAH. MUMCU SK. NO: 11 İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 727 05 51,(212) 727 05 65,2537511947,silivrimimarsinanilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,NAMIK KEMAL İLKOKULU,YENİ MAH. GAZİ CAD. NAMIK KEMAL İÖO. BLOK NO: 5 SİLİVRİ / İSTANBUL,(212) 728 52 88,(212) 728 52 89,2081827111,silivrinamikkemalilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,NURULLAH BALDÖKTÜ İLKOKULU,YENİ MAH. GONCA SK. NO: 1 İÇ KAPI NO: OKUL SİLİVRİ / İSTANBUL,(212) 728 15 00,(212) 727 51 16,2515345292,nubal.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,OĞUZ ARAL İLKOKULU,MİMAR SİNAN MAH. FATİH SULTAN MEHMET CAD. NO: 21 SİLİVRİ / İSTANBUL,,,4058813694,768504.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,ORTAKÖY SEZİN ÖZTAŞ İLKOKULU,ORTAKÖY MAH. HARUN ÇORBACIOĞLU SK. NO: 6/2 SİLİVRİ / İSTANBUL,(212) 734 20 89,(212) 734 20 89,2258575766,ortakoysezinoztasilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,PİRİ MEHMET PAŞA İLKOKULU,ALİBEY MAH. AKÇEŞME SK. OKUL SİTESİ NO: 2 İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 728 15 15,(212) 728 15 15,2114226026,pirimehmetpasailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,SAYALAR İLKOKULU,SAYALAR MAH. KORUYOLU SK. NO:1 İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 739 23 38,,2420520245,Sayalarilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,SELİMPAŞA İLKOKULU,SELİMPAŞA MERKEZ MAH. BAHÇELİ OKUL SK. NO: 2 İÇ KAPI NO: 6 SİLİVRİ / İSTANBUL,(212) 731 60 62,(212) 731 60 62,2448448288,selimpasailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,SEVİM AVNİ ÇOĞAL İLKOKULU,YENİ MAH. SAİT GİRGİN CAD. İLKOKUL BLOK NO: 25 SİLİVRİ / İSTANBUL,(212) 729 04 04,(212) 729 04 04,1113785602,sevim.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,SİLİVRİ FATİH İLKOKULU,SEMİZKUMLAR MAH. ÇANTA CAD. İLKÖĞRETİM OK. BLOK NO: 164AE İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 726 00 40,(212) 726 00 40,1402675118,silivri-fatih.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,ŞEHİT OLCAY ÖZCAN İLKOKULU,KADIKÖY MAH. KADIKÖY BAĞLARI CAD. ŞEHIT OLCAY ÖZCAN BLOK NO: 87 İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 734 27 40,(212) 734 27 40,2113950865,silivrisehitolcayozcanilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,TOKİ DEDE KORKUT İLKOKULU,MİMAR SİNAN MAH. 7141. SK. NO: 4 SİLİVRİ / İSTANBUL,,,3334037391,771838.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,TURGUT REİS İLKOKULU,FATİH SİLİVRİ MAH. ZÜKÜR MEKTEP SK. NO: 2 SİLİVRİ / İSTANBUL,(212) 727 19 97,(212) 727 25 80,2631737133,silivriturgutreisio.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,YAVUZ SELİM İLKOKULU,SELİMPAŞA MAH. 2157. SK. NO: 13 İÇ KAPI NO: 1 SİLİVRİ / İSTANBUL,(212) 731 57 58,(212) 731 77 87,2416616064,yavuzselimilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,YOLÇATI İLKOKULU,YOLÇATI MAH. KAVAKLIZADE SK. YOLÇATI ILKÖĞRETIM OKULU BLOK NO: 8 SİLİVRİ / İSTANBUL,,,2751704855,771233.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,75. YIL CUMHURİYET İLKOKULU,CUMHURİYET MAH. DOKTOR CEMAL KOZANOĞLU CAD. 75. YIL İ.Ö.OKULU SİTESİ NO: 173 SİLİVRİ / İSTANBUL,(212) 723 83 14,,2785603669,75yilcumhuriyetilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SİLİVRİ,80 YIL CUMHURİYET İLKOKULU,SANCAKTEPE MAH. BÜYÜK ÖNDER ATATÜRK CAD. NO: 29 SİLİVRİ / İSTANBUL,(212) 746 57 44,(212) 746 57 44,1161490972,canta80yil.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,AHİ EVRAN İLKOKULU,MİMAR SİNAN MAH. ESENTEPE CAD. NO: 3 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 592 45 55,(216) 592 45 55,1591997570,ahievranilkokulusultanbeyli.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,AHMET HALUK DURSUN İLKOKULU,ADİL MAH. AYAZMA SK. NO: 4 SULTANBEYLİ / İSTANBUL,,,1630693305,769110.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,AHMET YESEVİ İLKOKULU,MECİDİYE MAH. TEFSİR SK. NO: 1 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 398 47 75,(216) 398 48 75,2333218887,sultanbeyliahmetyeseviio.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,AKŞEMSETTİN İLKOKULU,AKŞEMSETTİN MAH. PETROL YOLU CAD. - SİTESİ - BLOK NO: 479 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 487 63 00,(216) 487 63 12,2183223995,sbeyliaksemsettinio.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,BATTALGAZİ İLKOKULU,BATTALGAZİ MAH. KILIÇHAN SK. BATTALGAZI ILKOKULU BLOK NO: 9 SULTANBEYLİ / İSTANBUL,(216) 592 00 51,(216) 669 04 03,1499246666,sultanbeylibattalgaziio.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,CUMHURİYET İLKOKULU,NECİP FAZIL MAH. HÜSÜN SK. NO: 17 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 497 16 98,(216) 497 22 62,1364851251,sultanbeylicumhuriyetio.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,ÇAĞDAŞ YAŞAM TÜRKAN TUTUMLUER İLKOKULU,Ahmet Yesevi Mh. Barboros Cd. Gündüz Sk. No:42/1 Sultanbeyli / İstanbul,(216) 592 94 00,,1567944366,cyttutumluerilk.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,GÖLET İLKOKULU,FATİH MAH. SAYFİYE SK. NO: 23 SULTANBEYLİ / İSTANBUL,(216) 496 48 24,,1235891460,goletilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,HASANPAŞA İLKOKULU,HASANPAŞA MAH. PETROL YOLU CAD. HASANPAŞA İLKÖGRETİM OKULU BLOK NO: 62 İÇ KAPI NO: 2 SULTANBEYLİ / İSTANBUL,(216) 498 96 38,(216) 498 96 28,3650211968,shasanpasailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,İSTANBUL TİCARET ODASI ŞEHİT ER DURSUN SIVAZ İLKOKULU,HAMİDİYE MAH. AZİZİYE CAD. NO: 2 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 487 17 33,(216) 487 17 70,2153261272,dursunsivazilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,KAPTAN-I DERYA İLKOKULU,AHMET YESEVİ MAH. ÇİĞDEM SK. - SİTESİ - BLOK NO: 9 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 592 75 37,(216) 592 75 38,2686939691,kaptanideryaio.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,MEHMET AKİF ERSOY İLKOKULU,ABDURRAHMANGAZİ MAH. BİRİNCİ SK. NO: 2 İÇ KAPI NO: 2 SULTANBEYLİ / İSTANBUL,(216) 496 00 05,(216) 496 00 07,1428482945,smaersoyilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,MEHMET CORCOR İLKOKULU,MECİDİYE MAH. IŞILAY SK. - SİTESİ - BLOK NO: 18 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 498 86 23,,1852367836,mehmetcorcorio.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,MİMAR SİNAN İLKOKULU,MİMAR SİNAN MAH. KADEME SK. NO: 12 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 669 10 14,(216) 669 10 40,3038829754,sultanbeylimimarsinan.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,NAMIK KEMAL İLKOKULU,FATİH MAH. AY SK. NO: 5 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 496 55 02,,1176457503,sbeylinamikkemal.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,NENE HATUN İLKOKULU,MİMAR SİNAN MAH. OKUL YOLU SK. NO: 7 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 592 19 97,(216) 592 33 47,1521745941,sbeylinenehatunilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,SULTANBEYLİ MERKEZ İLKOKULU,MEHMET AKİF MAH. CAMİ CAD. NO: 11 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 398 40 04,(216) 419 26 30,3097323913,sultanbeylimerkez.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,ŞEHİT ÖĞRETMEN HAMİT SÜTMEN İLKOKULU,BATTALGAZİ MAH. SARISU SK. NO: 3 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 592 86 07,(216) 592 86 08,3659202950,hamitsutmenio.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,TOKİ ADİL İLKOKULU,ADİL MAH. VEZNECİLER SK. NO: 34 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 592 90 75,,3072131349,tokiadililkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,TURGUT REİS İLKOKULU,TURGUT REİS MAH. CİLVEGÖZÜ SK. TURGUT REIS ILKOKULU BLOK NO: 13/1 SULTANBEYLİ / İSTANBUL,(216) 419 23 20,(216) 398 92 99,3524213091,sultanbeyliturgutreisilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,YAŞAR PAŞALI İLKOKULU,YAVUZ SELİM MAH. HASAN ASKERİ SK. NO: 10 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 497 31 04,(216) 497 33 65,2653008314,yasarpasaliilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,YILDIRIM BEYAZIT İLKOKULU,MİMAR SİNAN MAH. FEVZİ ÇAKMAK CAD. NO: 14 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 669 03 63,(216) 669 03 11,2245657818,yilbeyio.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANBEYLİ,ZÜBEYDE HANIM İLKOKULU,ORHANGAZİ MAH. ALPARSLAN CAD. ZÜBEYDE HANIM I.Ö.O BLOK NO: 112 İÇ KAPI NO: 1 SULTANBEYLİ / İSTANBUL,(216) 487 30 06,(216) 487 30 07,1480972866,szubeydehanimio.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,ALİ CEVAT ÖZYURT İLKOKULU,CEBECİ MAH. S CAD. ALİ CEVAT ÖZYURT İLKOKULU BLOK NO: 46/1 İÇ KAPI NO: 1 SULTANGAZİ / İSTANBUL,(212) 606 22 66,(212) 606 22 67,2592105114,alicevatozyurt.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,ASLANGAZİ İLKOKULU,GAZİ MAH. 1368. SK. KAT:1 BLOK NO: 30/1 İÇ KAPI NO: 1 SULTANGAZİ / İSTANBUL,(212) 536 47 05,(212) 419 01 49,2293642274,aslangazi.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,ATATÜRK ÇİFTLİĞİ İLKOKULU,75. YIL MAH. 1352. SK. ATATÜRK ÇIFTLIĞI ILKOKULU VE ORTAOKULU BLOK NO: 14 İÇ KAPI NO: 1 SULTANGAZİ / İSTANBUL,(212) 536 48 85,(212) 536 20 14,1744673599,ataturkciftligiilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,AYDIN UÇKAN İLKOKULU,ESENTEPE MAH. 2387. SK. AYDIN UÇKAN İLKOKULU BLOK NO: 52 SULTANGAZİ / İSTANBUL,(212) 667 16 53,(212) 606 07 84,5124656983,aydinuckanilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,CEBECİ İLKOKULU,CEBECİ MAH. 2802. SK. KAT:0 BLOK NO: 1 İÇ KAPI NO: 1 SULTANGAZİ / İSTANBUL,(212) 667 04 07,(212) 667 04 07,1313547729,cebeciilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,CEBECİ SULTANÇİFTLİĞİ İLKOKULU,CEBECİ MAH. ATATÜRK BUL. CEBECİ SULTANGAZİ İLK VE ORTAOKULU BLOK NO: 3-4 İÇ KAPI NO: 1 SULTANGAZİ / İSTANBUL,(212) 594 12 50,(212) 668 18 38,1896763974,cebecisultanciftligi.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,CUMHURİYET İLKOKULU,CUMHURİYET MAH. BOSNA CAD. NO: 18-1 İÇ KAPI NO: 1 SULTANGAZİ / İSTANBUL,(212) 594 65 38,(212) 594 27 05,3411413028,sgcumhuriyetilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,DOSTLUK İLKOKULU,YUNUS EMRE MAH. LÜTFİ AYKAÇ BUL. DOSTLUK İLK VE ORTA OKULU SİTESİ NO: 81/2 SULTANGAZİ / İSTANBUL,(212) 536 55 93,(212) 419 28 81,1634581167,dostlukio.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,ESENTEPE İLKOKULU,ESENTEPE MAH. 2368. SK. NO: 2/2 İÇ KAPI NO: 1 SULTANGAZİ / İSTANBUL,(212) 475 71 53,(212) 475 71 53,1845166444,sgesentepe.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,FEVZİ KUTLU KALKANCI İLKOKULU,İSMETPAŞA MAH. 106. SK. SULTANGAZI FEVZI KUTLU KALKANCI ILKOKULU BLOK NO: 45/2 SULTANGAZİ / İSTANBUL,(212) 594 13 76,(212) 668 62 64,3400314807,fevzikutlukalkanciilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,SULTANGAZİ,GAZİ İLKOKULU,GAZİ MAH. 1425. SK. GAZİ İLK ÖĞRETİM OKULU BLOK NO: 23/1A SULTANGAZİ / İSTANBUL,(212) 536 84 96,(212) 419 32 97,2084557467,sggaziilkokulu.meb.k12.tr,İlkokul,225
